match_id,name,slug,gender,user_count,residence,birthplace,height,weight,plays,turned_pro,current_prize,total_prize,player_id,current_rank,name_code,country,full_name
11674103,Ofner S.,ofner-sebastian,M,3736,"Sankt Marein, Austria","Bruck an der Mur, Austria",1.91,81,right-handed,2014,670606,1465668,83397,43,OFN,Austria,"Ofner, Sebastian"
11674105,Korda S.,korda-sebastian,M,7469,"Bradenton, FL, USA","Bradenton, FL, USA",1.96,75,right-handed,,1288192,3552528,195840,24,KOR,USA,"Korda, Sebastian"
11674110,Lehečka J.,lehecka-jiri,M,4688,"Knezmost, Czech Republic","Mlada Boleslav, Czech Republic",1.85,80,right-handed,,1335933,2202383,254742,31,LEH,Czech Republic,"Lehečka, Jiří"
11674111,Ofner S.,ofner-sebastian,M,3736,"Sankt Marein, Austria","Bruck an der Mur, Austria",1.91,81,right-handed,2014,670606,1465668,83397,43,OFN,Austria,"Ofner, Sebastian"
11674112,Mannarino A.,mannarino-adrian,M,5504,"Valletta, Malta","Soisy-sous-Montmorency, France",1.8,79,left-handed,2004,1395263,9479850,15894,22,MAN,France,"Mannarino, Adrian"
11674113,Thiem D.,thiem-dominic,M,30869,"Lichtenwörth, Austria","Wiener Neustadt, Austria",1.85,79,right-handed,2011,628105,25048218,43748,98,THI,Austria,"Thiem, Dominic"
11674114,Griekspoor T.,griekspoor-tallon,M,6435,"Nieuw Vennep, Netherlands","Haarlem, Netherlands",1.88,82,right-handed,2015,1250550,2665675,122368,23,GRI,Netherlands,"Griekspoor, Tallon"
11675440,Humbert U.,humbert-ugo,M,6701,Luxembourg,"Metz, France",1.88,72,left-handed,2016,1213578,4032648,185388,20,HUM,France,"Humbert, Ugo"
11675443,Zverev A.,zverev-alexander,M,49973,"Monte Carlo, Monaco","Hamburg, Germany",1.98,90,right-handed,2013,4017220,31525132,57163,7,ZVE,Germany,"Zverev, Alexander"
11675444,Alcaraz C.,alcaraz-carlos,M,120920,"El Palmar, Murcia, Spain","El Palmar, Murcia, Spain",1.83,68,right-handed,2018,8961193,18819228,275923,2,ALC,Spain,"Alcaraz, Carlos"
11675445,Dimitrov G.,dimitrov-grigor,M,22646,"Monte Carlo, Monaco","Haskovo, Bulgaria",1.91,81,right-handed,2008,2252614,20583691,23581,14,DIM,Bulgaria,"Dimitrov, Grigor"
11675446,Rune H.,rune-holger,M,32906,"Charlottenlund, Denmark","Gentofte, Denmark",1.88,68,right-handed,,3451183,5975340,283070,8,RUN,Denmark,"Rune, Holger"
11675447,Alcaraz C.,alcaraz-carlos,M,120920,"El Palmar, Murcia, Spain","El Palmar, Murcia, Spain",1.83,68,right-handed,2018,8961193,18819228,275923,2,ALC,Spain,"Alcaraz, Carlos"
11675448,Etcheverry T.,etcheverry-tomas-martin,M,5812,La Plata -  Buenos Aires,"La Plata, Argentina",1.96,82,right-handed,,1199150,1863565,169496,30,ETC,Argentina,"Etcheverry, Tomas Martin"
11675449,Zverev A.,zverev-alexander,M,49973,"Monte Carlo, Monaco","Hamburg, Germany",1.98,90,right-handed,2013,4017220,31525132,57163,7,ZVE,Germany,"Zverev, Alexander"
11675450,Nishioka Y.,nishioka-yoshihito,M,4166,"Mie, Japan","Mie, Japan",1.7,64,left-handed,2014,1020169,4723679,59281,47,NIS,Japan,"Nishioka, Yoshihito"
11686269,Kalinina A.,kalinina-anhelina,F,3565,,"Nova Kakhovka, Ukraine",1.8,,right-handed,2013,956712,2481760,90664,27,KAL,Ukraine,"Kalinina, Anhelina"
11686272,Linette M.,linette-magda,F,10931,"Poznan, Poland","Poznan, Poland",1.71,59,right-handed,2009,1538431,4998417,42289,24,LIN,Poland,"Linette, Magda"
11686275,Nosková L.,noskova-linda,F,2930,,"Vsetin, Czech Republic",1.79,,right-handed,,551923,780924,274049,41,NOS,Czech Republic,"Noskova, Linda"
11686276,Kvitová P.,kvitova-petra,F,9210,"Monte Carlo, Monaco","Bilovec, Czech Republic",1.82,70,left-handed,2006,2073651,31043360,19836,14,KVI,Czech Republic,"Kvitová, Petra"
11686281,Yuan Y.,yuan-yue,F,1568,,"Yangzhou, China",1.78,,right-handed,,306940,778908,190996,76,YUA,China,"Yuan, Yue"
11688311,Razeghi A.,razeghi-alexander,M,52,,,,,,,1205,1410,391868,1230,RAZ,USA,"Razeghi, Alexander"
11696863,Bouquier A.,bouquier-arthur,M,173,,Lons le saunier,1.88,,,,8233,44242,267576,704,BOU,France,"Bouquier, Arthur"
11697105,Azarenka V.,azarenka-victoria,F,8736,"Monte Carlo, Monaco","Minsk, Belarus",1.83,70,right-handed,2003,1458663,30542266,19017,22,AZA,Belarus,"Azarenka, Victoria"
11697107,Sabalenka A.,sabalenka-aryna,F,26040,Belarus,"Minsk, Belarus",1.82,,right-handed,2015,6835544,16981303,157754,2,SAB,Belarus,"Sabalenka, Aryna"
11697108,Paolini J.,paolini-jasmine,F,5233,,"Castelnuovo di Garfagnana, Italy",1.63,,right-handed,2012,702123,2207834,69208,30,PAO,Italy,"Paolini, Jasmine"
11697110,Zheng Q.,zheng-qinwen,F,5963,,"Shiyan, Hubei Province, China",1.78,,right-handed,,1407093,2289098,257784,15,ZHE,China,"Zheng, Qinwen"
11697112,Tian F.,tian-fangran,F,253,,,,,,,40278,45928,310115,484,TIA,China,"Tian, Fangran"
11697113,Kvitová P.,kvitova-petra,F,9210,"Monte Carlo, Monaco","Bilovec, Czech Republic",1.82,70,left-handed,2006,2073651,31043360,19836,14,KVI,Czech Republic,"Kvitová, Petra"
11697117,Parks A.,parks-alycia,F,3106,,"Atlanta, Georgia",1.85,,right-handed,,643943,970293,221410,85,PAR,USA,"Parks, Alycia"
11697118,Fruhvirtová L.,fruhvirtova-linda,F,3687,,"Prague, Czech Republic",1.72,,right-handed,,612848,952198,306421,92,FRU,Czech Republic,"Fruhvirtova, Linda"
11697119,Wang Xin.,wang-xinyu,F,3011,,"Shenzhen, Guangdong Province, China",1.82,,right-handed,2018,1125011,1894118,227431,36,WAN,China,"Wang, Xinyu"
11697120,Sherif M.,sherif-mayar,F,4935,,"Cairo, Egypt",1.8,,right-handed,,643774,1483927,88310,59,SHE,Egypt,"Sherif, Mayar"
11697121,Tsurenko L.,tsurenko-lesia,F,2412,"Kyiv, Ukraine",Volodymyrets  Ukraine,1.74,67,right-handed,2007,802957,5183758,36067,31,TSU,Ukraine,"Tsurenko, Lesia"
11697122,Alexandrova E.,alexandrova-ekaterina,F,3843,"Prague, Czech Republic","Chelyabinsk, Russia",1.75,66,right-handed,2010,1171301,4676084,67759,21,ALE,Russia,"Alexandrova, Ekaterina"
11697123,Vondroušová M.,vondrousova-marketa,F,6671,"Sokolov, CZE","Sokolov, CZE",1.72,59,left-handed,2014,3727732,7716726,152804,7,VON,Czech Republic,"Vondroušová, Markéta"
11697124,Saville D.,saville-daria,F,1505,"Melbourne, Australia","Moscow, Russia",1.66,61,right-handed,2010,259375,4344200,40994,204,SAV,Australia,"Saville, Daria"
11697126,Sorribes Tormo S.,sorribes-tormo-sara,F,3287,"Vall de Uxó, Spain","Castellón, Spain",1.76,69,right-handed,2014,785576,3606252,60392,48,SOR,Spain,"Sorribes Tormo, Sara"
11697152,Sonobe W.,sonobe-wakana,F,70,,,,,,,1930,4288,410065,1200,SON,Japan,"Sonobe, Wakana"
11697216,Gentzsch T.,gentzsch-tom,M,338,,Duisburg,1.88,,,,12243,21747,380042,641,GEN,Germany,"Gentzsch, Tom"
11697223,Biolay  S.,biolay-sophia,F,74,,,,,right-handed,,3748,10836,292051,1018,BIO,France,"Biolay, Sophia"
11697237,Kestelboim M.,kestelboim-mariano,M,226,"Buenos Aires, Argentina","Buenos Aires, Argentina",1.85,79,right-handed,,5649,104718,99377,736,KES,Argentina,"Kestelboim, Mariano"
11697262,Estable J.,estable-julieta,F,219,,,,,,,10513,61563,69964,499,EST,Argentina,"Estable, Julieta"
11697278,Grant W.,grant-william,M,69,,London,,,,,4016,9714,207606,837,GRA,USA,"Grant, William"
11697304,Bueno G.,bueno-gonzalo,M,562,,"Trujillo, Peru",1.73,,,,19816,38000,299765,418,BUE,Peru,"Bueno, Gonzalo"
11697306,Smith K.,smith-keegan,M,330,"San Diego, CA","Wilmington, NC",1.98,93,right-handed,,14237,79745,232059,591,SMI,USA,"Smith, Keegan"
11697309,Capurro Taborda M.,capurro-taborda-martina,F,719,,,,,,,36323,75683,83607,157,CAP,Argentina,"Capurro Taborda, Martina"
11697316,Townsend T.,townsend-taylor,F,1514,"Atlanta, GA, USA","Chicago, IL, USA",1.7,,left-handed,2012,871568,3170811,51387,80,TOW,USA,"Townsend, Taylor"
11698042,Shymanovich I.,shymanovich-iryna,F,655,,Belarus,1.71,,right-handed,,242448,331918,92879,200,SHY,Belarus,"Shymanovich, Iryna"
11698055,Yang Y.,yang-ya-yi,F,394,,,,,,,30239,47863,303934,212,YAN,Chinese Taipei,"Yang, Ya-Yi"
11698354,Viiala Z.,viiala-zach,M,60,,Subiaco,1.85,,,,1952,2422,387395,1427,VII,Australia,"Viiala, Zach"
11698379,Parker S.,parker-stuart,M,421,,Port Elizabeth,1.85,,right-handed,,21210,95659,212809,731,PAR,United Kingdom,"Parker, Stuart"
11698395,Fręch M.,frech-magdalena,F,5854,,"Lodz, Poland",1.71,,right-handed,2013,495833,1516011,71250,73,FRE,Poland,"Frech, Magdalena"
11698397,Krejčíková B.,krejcikova-barbora,F,7146,"Ivancice, Czech Republic","Brno, Czech Republic",1.78,,right-handed,2014,1915483,9210544,60398,10,KRE,Czech Republic,"Krejcikova, Barbora"
11698398,Lys E.,lys-eva,F,2150,,"Kyiv, Ukraine",1.65,,right-handed,,269805,381950,215773,136,LYS,Germany,"Lys, Eva"
11698399,Krueger A.,krueger-ashlyn,F,1014,,"Dallas, TX, USA",1.85,,right-handed,,314268,573192,311012,81,KRU,USA,"Krueger, Ashlyn"
11698400,Bouzková M.,bouzkova-marie,F,3295,"Bradenton, FL, USA","Prague, Czech Republic",1.8,61,right-handed,2014,1218326,3592385,105463,34,BOU,Czech Republic,"Bouzkova, Marie"
11698401,Baindl K.,baindl-kateryna,F,1391,"Moscow, Russia","Nikolayev, Ukraine",1.75,62,right-handed,2009,401228,2246634,48583,132,BAI,Ukraine,"Baindl, Kateryna"
11698402,Brady J.,brady-jennifer,F,1750,"Boca Raton, FL, USA","Harrisburg, PA, USA",1.78,68,right-handed,2015,322052,4192598,52273,230,BRA,USA,"Brady, Jennifer"
11698403,Kubka M.,kubka-martyna,F,910,,,,,,,21126,54458,294815,361,KUB,Poland,"Kubka, Martyna"
11698476,Gill F.,gill-felix,M,342,,Redditch,1.75,,left-handed,,18879,86046,298057,371,GIL,United Kingdom,"Gill, Felix"
11698477,Feistel G.,feistel-gina,F,382,,,,,,,11909,15860,395231,616,FEI,Poland,"Feistel, Gina"
11698544,Milev Y.,milev-yanaki,M,328,,Plovdiv,1.8,,,,14411,25429,331896,488,MIL,Bulgaria,"Milev, Yanaki"
11698550,Vacherot V.,vacherot-valentin,M,619,,Monaco,1.93,,right-handed,,56560,105496,158912,280,VAC,Monaco,"Vacherot, Valentin"
11698683,Cid Subervi R.,cid-subervi-roberto,M,205,"Tampa, FL",Santo Domingo,1.93,82,right-handed,,13106,215032,51309,524,CID,Dominican Republic,"Cid Subervi, Roberto"
11698735,Hobgarski K.,hobgarski-katharina,F,516,,"Neunkirchen, Germany",,,right-handed,2014,41327,207237,72244,356,HOB,Germany,"Hobgarski, Katharina"
11698749,Ružić A.,ruzic-antonia,F,708,,,,,,,33500,67090,316468,275,RUZ,Croatia,"Ružić, Antonia"
11698757,Guerrero Álvarez E.,guerrero-alvarez-eva,F,354,,,,,,,11103,146382,132414,375,GUE,Spain,"Guerrero Alvarez, Eva"
11698861,Stewart H.,stewart-hamish,M,163,,,,,,,9026,14328,245307,651,STE,United Kingdom,"Stewart, Hamish"
11698883,Milushev P.,milushev-plamen,M,41,,,,,,,,6299,98951,1478,MIL,Bulgaria,"Milushev, Plamen"
11698885,Vanta V.,vanta-valentin,M,86,"Bucharest, Romania","Wurzburg, Germany",1.8,67,right-handed,,2013,14043,195319,1346,VAN,Romania,"Vanta, Valentin"
11698931,Cortegiani A.,cortegiani-alessandro,M,93,,"Roma, Italy",1.78,,,,1417,6011,157414,1428,COR,Italy,"Cortegiani, Alessandro"
11698934,Marino P.,marino-pietro,M,217,,,,,,,5721,10758,326110,868,MAR,Italy,"Marino, Pietro"
11698937,Reitano S.,reitano-stefano,M,173,,Turin,1.8,,,,5030,19148,104849,992,REI,Italy,"Reitano, Stefano"
11698939,Di Natale G.,di-natale-gian-matias,M,118,,Buenos Aires,1.78,,,,4582,7879,236854,930,DI,Argentina,"Di Natale, Gian Matias"
11698940,Misasi G.,misasi-giannicola,M,216,,,,,,,3146,8673,297938,1052,MIS,Italy,"Misasi, Giannicola"
11698942,La Vela G.,la-vela-giuseppe,M,174,,,,,,,5672,11122,290531,755,LA,Italy,"La Vela, Giuseppe"
11698946,Ricca G.,ricca-giorgio,M,207,"Roseto degli Abruzzi, Italy",Monselice,1.93,80,right-handed,,2293,43496,106395,1330,RIC,Italy,"Ricca, Giorgio"
11698951,Uzhylovsky V.,uzhylovsky-vladimir,M,83,"Kiev, Ukraine",Krivoy Rog,1.96,102,right-handed,2005,0,85971,16852,1341,UZV,Ukraine,"Uzhylovsky, Vladimir"
11698954,Militi Ribaldi A.,militi-ribaldi-andrea,M,106,,,,,,,1628,3261,225278,1188,MIL,Italy,"Militi Ribaldi, Andrea"
11698955,Van Rensburg S.,van-rensburg-sean,M,55,,,,,,,1428,3110,190405,1357,VAN,Australia,"Van Rensburg, Sean"
11698959,Jones A.,jones-adam,M,90,,,,,,,2310,12823,214298,1337,JON,United Kingdom,"Jones, Adam"
11698960,Kukasian A.,kukasian-artur,M,39,,,,,,,1100,1410,382361,1428,KUK,Russia,"Kukasian, Artur"
11698963,Dinev D.,dinev-dinko,M,93,,,,,,,1216,2256,386340,1415,DIN,Bulgaria,"Dinev, Dinko"
11698967,Sibille I.,sibille-imran,M,77,,Paris,1.83,,,,1035,6355,275073,1438,SIB,Morocco,"Sibille, Imran"
11698975,Filar K.,filar-karol,M,77,,,,,,,495,495,286500,1500,FIL,Poland,"Filar, Karol"
11698978,Ianin N.,ianin-nikita,M,50,,,,,,,1927,6738,387857,1278,IAN,Russia,"Ianin, Nikita"
11698984,Traversi C.,traversi-costanza,F,129,,,,,,,2187,12050,190440,1261,TRA,Italy,"Traversi, Costanza"
11698988,Maslenkova M.,maslenkova-milana,F,42,,,,,,,2523,8408,217141,1363,MAS,Uzbekistan,"Maslenkova, Milana"
11698989,Vojcinakova I.,vojcinakova-ingrid,F,45,,,,,,,3827,18253,105543,1289,VOJ,Slovakia,"Vojcinakova, Ingrid"
11698990,Bulat B.,bulat-bianca,F,63,,,,,,,1562,3123,398741,1307,BUL,Romania,"Bulat, Bianca"
11698994,Basic N.,basic-nikola,M,145,,,,,,,3379,6752,311647,1053,BAS,Croatia,"Basic, Nikola"
11698996,Ionescu I.,ionescu-iulia-andreea,F,80,,,,,,,1555,2782,401341,1368,ION,Romania,"Ionescu, Iulia Andreea"
11698997,Plunger M.,plunger-manuel,M,107,,,,,,,1522,1727,455710,1230,PLU,Italy,"Plunger, Manuel"
11698999,Balus I.,balus-irina,F,93,,,,,right-handed,,5109,8835,377989,989,BAL,Slovakia,"Balus, Irina"
11699001,Zahraj P.,zahraj-patrick,M,99,,,,,,,4610,16538,208222,902,ZAH,Germany,"Zahraj, Patrick"
11699002,Kupcic J.,kupcic-jan,M,72,,,,,,,2073,7116,332110,1353,KUP,Slovenia,"Kupcic, Jan"
11699003,Carnevalle L.,carnevalle-lucio,M,144,,Cordoba,1.75,,,,2425,6877,297977,1166,CAR,Argentina,"Carnevalle, Lucio"
11699004,Fix D.,fix-david,M,124,,,,,,,2747,3557,389664,1117,FIX,Germany,"Fix, David"
11699007,Masic M.,masic-mila,F,59,,,,,,,853,6012,156968,1322,MAS,Serbia,"Masic, Mila"
11699009,Safta A.,safta-anastasia,F,139,,,,,,,7307,9818,400491,938,SAF,Romania,"Safta, Anastasia"
11699011,Agwi M.,agwi-michael,M,91,,,,,,,2619,4218,414229,1109,AGW,Ireland,"Agwi, Michael"
11699013,Kovacicova S.,kovacicova-stella,F,16,,,,,,,,,285208,1331,KOV,Slovakia,"Kovacicova, Stella"
11699014,Marusinova M.,marusinova-martina,F,29,,,,,,,1276,3006,329199,1329,MAR,Slovakia,"Marusinova, Martina"
11699015,Lanik T.,lanik-tomas,M,94,,,,,,,5179,10343,371081,922,LAN,Slovakia,"Lanik, Tomas"
11699039,Břečková N.,breckova-nikola,F,49,,,,,,,1856,11611,226781,1177,BRE,Czech Republic,"Breckova, Nikola"
11699040,Krznarić N.,krznaric-noa,F,84,,,,,,,245,3844,254738,,KRZ,Croatia,"Krznarić, Noa"
11699041,Voracek E.,voracek-eva-marie,F,87,,,,,,,2488,5830,228123,1181,VOR,Germany,"Voracek, Eva Marie"
11699058,Ngijol Carre M.,ngijol-carre-mathilde,F,36,,,,,,,1317,1317,481994,1280,NGI,France,"Ngijol Carre, Mathilde"
11699059,Nylander Altelius J.,nylander-altelius-jacquline,F,91,,,,,,,824,4303,210080,,NYL,Sweden,"Nylander Altelius, Jacquline"
11699062,Blanch D.,blanch-dali,M,181,,"Miami, FL, USA",1.85,,right-handed,,11535,29028,318573,652,BLA,USA,"Blanch, Dali"
11699063,Echargui M.,echargui-moez,M,607,"La Marsa, Tunisia","La Marsa, Tunisia",1.78,75,right-handed,,32818,121300,153826,282,ECH,Tunisia,"Echargui, Moez"
11699064,Blanch U.,blanch-ulises,M,455,"Orlando, FL, USA",San Juan,1.88,78,right-handed,2016,18675,284638,137810,439,BLA,USA,"Blanch, Ulises"
11699065,Damm M.,damm-jr-martin,M,691,,Bradenton,2.03,,left-handed,,65979,148548,51345,257,DAMM,USA,"Damm Jr, Martin"
11699067,Cukierman D.,cukierman-daniel,M,402,Israel,"Tel Aviv, Israel",,70,right-handed,,14443,89643,124708,487,CUK,Israel,"Cukierman, Daniel"
11699068,Harris B.,harris-billy,M,1041,Isle of Man,Nottingham,1.93,86,right-handed,,89749,182385,111837,200,HAR,United Kingdom,"Harris, Billy"
11699069,Kaliyanda Poonacha N.,kaliyanda-poonacha-niki,M,183,"Anantapur, India","Neyveli, India",1.91,85,right-handed,,7898,64251,145936,782,KAL,India,"Kaliyanda Poonacha, Niki"
11699070,Caruso S.,caruso-salvatore,M,1949,"Avola, Italy","Avola, Italy",1.85,80,right-handed,2010,36303,1648120,59310,288,CAR,Italy,"Caruso, Salvatore"
11699071,Echeverria J.,echeverria-john,M,249,,San Sebastian,1.8,,right-handed,,11438,35936,234275,605,ECH,Spain,"Echeverria, John"
11699072,Pokorny L.,pokorny-lukas,M,178,,Bratislava,1.91,,,,13923,38017,349488,578,POK,Slovakia,"Pokorny, Lukas"
11699073,Gulin S.,gulin-svyatoslav,M,348,,Moscow,1.78,,,,15171,26219,403858,433,GUL,Russia,"Gulin, Svyatoslav"
11699074,Butvilas E.,butvilas-edas,M,482,,Klaipeda,1.91,,,,12544,17436,385592,554,BUT,Lithuania,"Butvilas, Edas"
11699083,Maestrelli F.,maestrelli-francesco,M,1782,,"Pisa, Italy",1.96,,right-handed,,111623,198322,261017,223,MAE,Italy,"Maestrelli, Francesco"
11699084,Brancaccio R.,brancaccio-raul,M,1438,Jávea,"Torre del Greco, Italy",1.85,72,right-handed,,147843,339827,201847,186,BRA,Italy,"Brancaccio, Raul"
11699097,Janicijevic S.,janicijevic-selena,F,599,,"Nogent-sur-Marne, France",1.83,,right-handed,,154490,319552,299619,287,JAN,France,"Janicijevic, Selena"
11699100,Colne N.,colne-nicolas,M,35,,,,,,,825,1020,421693,1378,COL,France,"Colne, Nicolas"
11699102,Reynolds F.,reynolds-finn,M,82,,"Hastings, New Zealand",1.85,,,,3827,14401,223486,1285,REY,New Zealand,"Reynolds, Finn"
11699107,Bouquet L.,bouquet-lucas,M,118,,Gonesse,1.85,,right-handed,,4278,28613,135084,1134,BOU,France,"Bouquet, Lucas"
11699108,Freire Da Silva A.,freire-da-silva-adan,M,90,,,,,,,2397,8540,233686,1337,FRE,France,"Freire Da Silva, Adan"
11699109,Boureau A.,boureau-alexis,M,96,,,,,,,2045,14266,123664,1481,BOU,France,"Boureau, Alexis"
11699111,Wallner M.,wallner-mark,M,110,,Munich,1.96,,,,2415,10665,447446,1274,WAL,Germany,"Wallner, Mark"
11699112,Corbinais S.,corbinais-sven,M,63,,,,,,,358,2042,373197,1426,COR,France,"Corbinais, Sven"
11699113,Garcian A.,garcian-axel,M,133,,Carcassonne,1.78,,right-handed,,4613,19202,280125,1031,GAR,France,"Garcian, Axel"
11699126,Brosset S.,brosset-samuel,M,142,,,,,,,130,8657,256796,1498,SAM,France,"Brosset, Samuel"
11699127,Nedelchev N.,nedelchev-nikolay,M,139,,,,,,,5192,10098,316904,955,NED,Bulgaria,"Nedelchev, Nikolay"
11699128,Molino J.,molino-javier,M,73,,Almuñecar,1.68,,,,1083,6642,226800,1354,MOL,Spain,"Molino, Javier"
11699129,Cekirge K.,cekirge-kuzey,M,76,,Santa Cruz de Bezana,1.85,,right-handed,,2722,10992,217447,1473,CEK,Turkey,"Cekirge, Kuzey"
11699130,Cesar Porras J.,cesar-porras-julio,M,122,,,,,,,5207,10464,390263,779,POR,Argentina,"Cesar Porras, Julio"
11699133,Minin M.,minin-matvey,M,57,"Saint-Petersburg, Russia","Saint-Petersburg, Russia",1.85,83,left-handed,,2072,21192,213092,1454,MIN,Russia,"Minin, Matvey"
11699136,Sheyngezikht L.,sheyngezikht-leonid,M,288,,Saint Petersburg,1.88,,,,4538,18005,220899,1176,SHE,Bulgaria,"Sheyngezikht, Leonid"
11699138,Murgett B.,murgett-bronte,F,30,,,,,,,884,1368,233010,1363,MUR,United Kingdom,"Murgett, Bronte"
11699142,Bhatia R.,bhatia-riya,F,146,,,,,,,5419,85877,70970,913,BHA,India,"Bhatia, Riya"
11699144,Fedoryshyn A.,fedoryshyn-anastasiya,F,15,,,,,,,,9818,106381,,FED,Ukraine,"Fedoryshyn, Anastasiya"
11699145,Curras Abasolo T.,curras-abasolo-tomas,M,84,,Tandil,1.7,,,,4640,8162,169630,1002,CUR,Spain,"Curras Abasolo, Tomas"
11699147,Lee G.,lee-gyeong-seo,F,68,,,,,,,3873,4783,417332,831,LEE,South Korea,"Lee, Gyeong Seo"
11699149,Dussin L.,dussin-louis,M,97,,Pouillon,1.78,,right-handed,,3429,22986,198725,1129,DUS,France,"Dussin, Louis"
11699150,Izquierdo Luque R.,izquierdo-luque-rafael,M,63,,Santiago del Compostela,,,right-handed,,1534,3286,201850,1058,IZQ,Spain,"Izquierdo Luque, Rafael"
11699151,Shin J.,shin-jiho,F,71,,,,,,,2813,10069,256083,1006,SHI,South Korea,"Shin, Jiho"
11699154,Willson D.,willson-danielle,F,36,,,,,,,2737,4463,292948,946,WIL,USA,"Willson, Danielle"
11699155,Courcoux P.,courcoux-pauline,F,64,,,,,,,1963,5211,224107,1289,COU,France,"Courcoux, Pauline"
11699156,Lollia M.,lollia-mathilde,F,50,,,,,,,,,280113,,LOL,France,"Lollia, Mathilde"
11699158,Ramirez E.,ramirez-evita,F,72,,,,,,,931,12888,297121,1297,RAM,France,"Ramirez, Evita"
11699159,Elde E.,elde-emilie,F,46,,,,,,,829,3310,236451,1067,ELD,Norway,"Elde, Emilie"
11699160,Mohamed H.,mohamed-helena,F,85,,,,,,,2095,6078,374071,1280,MOH,France,"Mohamed, Helena"
11699162,Chekanskaya A.,chekanskaya-anna,F,56,,,,,,,988,4100,335022,1155,CHE,Russia,"Chekanskaya, Anna"
11699163,Leclercq M.,leclercq-maelle,F,60,,,,,,,2334,2987,391086,1171,LEC,France,"Leclercq, Maelle"
11699164,Bergen M.,bergen-mariia,F,94,,,,,,,402,2457,232087,,BER,Ukraine,"Bergen, Mariia"
11699165,Arifullina A.,arifullina-arina,F,59,,,,,,,2433,3843,382887,940,ARI,Russia,"Arifullina, Arina"
11699173,Ambrogi L.,ambrogi-luciano-emanuel,M,303,,Rosario,1.88,,,,13916,23195,333081,458,AMB,Argentina,"Ambrogi, Luciano Emanuel"
11699185,Nuudi M.,nuudi-maileen,F,274,,,,,,,10713,30734,213927,477,NUU,Estonia,"Nuudi, Maileen"
11699186,Falkner Z.,falkner-ziva,F,232,,,,,,,16335,45027,288841,429,FAL,Slovenia,"Falkner, Ziva"
11699187,Hance K.,hance-kimmi,F,69,,,,,,,4698,11339,275109,806,HAN,USA,"Hance, Kimmi"
11699189,Mansouri Y.,mansouri-yasmine,F,233,,,,,right-handed,,15224,61749,208061,483,MAN,France,"Mansouri, Yasmine"
11699190,Kolb N.,kolb-nadiya,F,131,,,,,,,12091,49378,46650,614,KOL,Ukraine,"Kolb, Nadiya"
11699191,Maristany Zuleta De Reales G.,maristany-zuleta-de-reales-guiomar,F,360,,,,,,,18081,83069,198121,326,MAR,Spain,"Maristany Zuleta De Reales, Guiomar"
11699194,Amariei I.,amariei-ilinca-dalina,F,393,,,,,,,25378,46220,257537,359,AMA,Romania,"Amariei, Ilinca Dalina"
11699197,Kucmova A.,kucmova-aneta,F,207,,,,,,,15067,45666,195997,414,KUC,Czech Republic,"Kucmova, Aneta"
11699198,Lázaro García A.,lazaro-garcia-andrea,F,357,,,,,right-handed,,16638,221483,63682,463,LAZ,Spain,"Lázaro García, Andrea"
11699199,Kanev K.,kanev-kathleen,F,267,,,,,,,14945,36195,196442,402,KAN,Germany,"Kanev, Kathleen"
11699221,Fonio G.,fonio-giovanni,M,981,Novara,Novara,1.83,80,right-handed,,34456,111829,175070,274,FON,Italy,"Fonio, Giovanni"
11699222,Araujo P.,araujo-pedro,M,378,,Lisbon,1.8,,right-handed,,9299,40491,289942,857,ARA,Portugal,"Araujo, Pedro"
11699224,Handel T.,handel-tim,M,382,,Reutlingen,1.88,,right-handed,,19724,44945,112987,388,HAN,Germany,"Handel, Tim"
11699226,Laaksonen H.,laaksonen-henri,M,1264,"Glattpark, Switzerland","Lohja, Finland",1.85,78,right-handed,2009,66613,1980283,17018,565,LAA,Switzerland,"Laaksonen, Henri"
11699227,Krutykh O.,krutykh-oleksii,M,812,,Kiev,1.85,,right-handed,,162518,237704,232615,295,KRU,Ukraine,"Krutykh, Oleksii"
11699228,Vale D.,vale-duarte,M,380,,Cascais,1.83,74,,,16053,46292,137890,580,VAL,Portugal,"Vale, Duarte"
11699231,Squire H.,squire-henri,M,624,,Duisburg,1.96,,right-handed,,46941,100778,208225,262,SQU,Germany,"Squire, Henri"
11699235,Weis A.,weis-alexander,M,966,"Bolzano, Italy","Bolzano, Italy",1.88,83,right-handed,,28065,101449,144102,308,WEI,Italy,"Weis, Alexander"
11699236,Fanselow S.,fanselow-sebastian,M,449,,,,,right-handed,,25224,151864,71950,321,FAN,Germany,"Fanselow, Sebastian"
11699241,Stodder T.,stodder-timo,M,460,,Berlin,1.8,,,,27988,79365,166198,326,STO,Germany,"Stodder, Timo"
11699250,Nesterov A.,nesterov-alexey,M,23,,,,,,,,1587,38674,1499,NES,Russia,"Nesterov, Alexey"
11699251,Orlov A.,orlov-alexander,M,72,,,,,,,1930,2763,399579,1473,ORL,Switzerland,"Orlov, Alexander"
11699262,Panaras A.,panaras-adam,M,53,,,,,,,1148,1585,413166,1408,PAN,France,"Panaras, Adam"
11699270,Pereira T.,pereira-tiago,M,243,,Faro,,,,,10416,18198,409264,764,PER,Portugal,"Pereira, Tiago"
11699271,Rocha F.,rocha-francisco,M,211,,Porto,1.85,,,,5328,11776,228155,929,ROC,Portugal,"Rocha, Francisco"
